INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,PRECEDENCE_RANK,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,TRANSLATED_BY_ULAVAL,TRANSLATED_BY_CFS,TRANSLATED_BY_CUSTOM,CONVERTED_STAND_CNT,CAS_ROW_CNT,DST_ROW_CNT,ECO_ROW_CNT,LYR_ROW_CNT,NFL_ROW_CNT,GEO_ROW_CNT,COMMENT
NB01,New Brunswick,PROV_GOV,New Brunswick Natural Resources,1,NBI,With Revisions,NBI01,With revisions,NB Natural Resource data dictionary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/21/2012,FTP,UNKNOWN_VALUE,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2010,YES,NO,NO,927177,927177,252564,71998,933901,87260,927177,"NB inventory comes from 3 sources: DNR (Gagetown), federal parks and provincial inventory. "
NB02,New Brunswick,PROV_GOV,New Brunswick Natural Resources,2,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,,8/19/2019,HTTP,http://www.snb.ca/geonb1/e/DC/catalogue-E.asp,"Gisele Gaudet, Natural resources. Phone: 506 453-2183. email: gisele.gaudet@gnb.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2017,YES,YES,NO,1123893,1123893,333114,104289,1057299,141700,1123893,Data dictionary was acquired through email (Rob White) om November 2020
NB03,New Brunswick,PROV_GOV,New Brunswick Natural Resources,3,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,06/05/2020,USB,,Dale Wilson. Email: Dale.A.Wilson@gnb.ca,DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,OPEN,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,1511418,1511418,501021,119622,1389068,186831,1511418,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB04,New Brunswick,PROV_GOV,New Brunswick Natural Resources,4,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,06/05/2020,USB,,Dale Wilson. Email: Dale.A.Wilson@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,0,0,0,0,0,0,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB05,New Brunswick,PROV_GOV,New Brunswick Natural Resources,5,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,4/23/2019,Graham Stinson,10/09/2024,USB,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,0,0,0,0,0,0,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB06,New Brunswick,PROV_GOV,New Brunswick Natural Resources,6,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,OPEN_WITH_ACKNOWLEDGMENT,OPEN,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,1672622,1672622,613413,138677,1564443,207437,1672622,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB07,New Brunswick,PROV_GOV,New Brunswick Natural Resources,7,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,0,0,0,0,0,0,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NB08,New Brunswick,PROV_GOV,New Brunswick Natural Resources,8,NBI,UNKNOWN_VALUE,NBI01,With revisions,NB Inventory Data Dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,2024,Morgan Thompson,10/09/2024,FTP,,Kyle Schmidt. Email: Kyle.Schmidt@gnb.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1981,2019,YES,YES,NO,0,0,0,0,0,0,0,Data dictionary was acquired through email (Dale Wilson) in June 2020
NL01,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,1,Forest Inventory,With Revisions,NLI01,With revisions,NL Data Dictionary,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/12/2009,DVD,NOT_APPLICABLE,"Scott Payne, Department of Natural Resources, P.O. Box 2006, Fortis Building, 4 Herald Avenue, Corner Brook, NL. A2H 6J8. Phone: (709) 637-2353. Fax: (709) 634-4378. E-mail: sepayne@gov.nl.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,EMAIL_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1978,2006,YES,NO,NO,1863664,1863664,122641,238785,1189361,664096,1863664,
NL02,Newfoundland and Labrador,PROV_GOV ,Newfoundland/Labrador Department of Natural Resources,2,Forest Inventory,,NLI02,,,,UNKNOWN_VALUE,08/12/2023,Diego Wu,17/02/2025,HTTP,https://geohub-gnl.hub.arcgis.com/maps/ea86e8a2a296425bb4eff8fb8ee40f97/about,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,,,,YES,YES,NO,2612451,2612451,30956,264026,1421015,487879,2612451,
NS01,Nova Scotia,PROV_GOV,Nova Scotia Department of Natural Resources,1,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest inventory manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/27/2012,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle1.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,http://novascotia.ca/natr/forestry/gis/licence.asp?url=downloads.asp,VALUE_PER_STAND,1988,2006,YES,NO,NO,1127926,1127926,87348,100080,1061739,198342,1127926,Not used in CASFRI v4.
NS02,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,2,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,10/17/2014,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle2.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1988,2008,YES,NO,NO,1090671,1090671,84546,102171,1033945,196479,1090671,
NS03,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,3,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest Inventory - Current Forest Data (Web Version- 2016),SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,,5/27/2020,HTTP,https://novascotia.ca/natr/forestry/gis/dl_forestry.asp,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1992,2014,YES,YES,NO,995886,995886,69446,122782,1015761,191505,995886,"Cycle 3. This version of the forest inventory is a combination of Interpretation Cycles 2 and 3 with additional updates based on satellite imagery and field data. This data is dynamic and different areas of the province are in different stages of completion. This version of data is updated as work in individual counties is completed. Photography years: 1995-Present. Cape Breton, Richmond, Inverness and Victoria counties updated June 2015. All counties now contain VOLUME, BASAL AREA and AVERAGE DIAMETER attribute data. Please refer to the metadata for more information."
NS04,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,4,Forest Inventory,,NSI01,,,,,,,,,,,,,,,,,,,YES,YES,NO,1004111,1004111,63633,119066,1072827,190177,1004111,
NT01,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",1,NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,3/18/2008,EMAIL,NOT_APPLICABLE,"Lisa Smith, Inventory and Analysis Forester Forest Resources, Forest Management Division Department of Environment and Natural Resources Government of the NWT Box 4354, Lot 173 Hay River, Reserve Hay River, NT, X0E 1G3. Tel: (867) 874-2009. Fax: (867) 874-6236. email: Lisa_Smith@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,VALUE_PER_STAND,2003,2006,YES,NO,NO,281388,281388,77270,49989,245837,65299,281388,Not used in CASFRI v4.
NT02,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",2,NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,03/06/2015,TEMPORARY_HTTP,UNKNOWN_VALUE,"Tom Lakusta, Manager, Forest Resources. Forest Management Division, Environment and Natural Resources. Government of the Northwest Territories. Box 4354, #173 Hay River Dene Reserve, Hay River, NT, X0E 1G3. Tel: 867-874-2009. E-mail: tom_lakusta@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,1960,2013,NO,NO,NO,0,0,0,0,0,0,0,"This inventory was replaced by NT03, which is the same territorie version with fixed errors."
NT03,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",3,NWTFVI,4,FVI01,UNKNOWN_VALUE,FVI manual v4.1,ESRI_GEODATABASE,UNKNOWN_VALUE,2012,Melina Houle,17/12/2020,TEMPORARY_HTTP,https://sft.gov.nt.ca/message/cEjNCJEIEPGsPYKPiAtUh3,Kathleen Groenewegen,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,Valide 2 years from date of acquisition,NOT_APPLICABLE,VALUE_PER_STAND,1960,2013,YES,YES,NO,320526,320526,87975,69141,349965,129291,320526,Same as NT02 with fixed errors
NT04,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",4,NWTFVI,6,FVI01,UNKNOWN_VALUE,FVI manual v6.0,ESRI_GEODATABASE,2015,2021,Morgan Thompson,25/02/2022,FSS,https://ca.nfis.org/fss/,"Kathleen Groenewegen, E-Mail: Kathleen_Groenewegan@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,,2015,2022,YES,YES,YES,53360,53360,19360,34370,16966,36806,53360,"Received with NT03 dataset, NT04 is another layer covering 2015+ under the new FVI standard"
ON01,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,1,FRI-FIM,FIM1,FIM02,UNKNOWN_VALUE,FIM technical specifications,"ACCESS_DATABASE, SHAPEFILE",UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,9/20/2009,DVD,NOT_APPLICABLE,Larry Watkins. Email: larry.watkins@ontario.ca,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1957,2009,YES,NO,NO,4106417,4106417,317618,0,2944927,1081617,4106417,The license is filled but not sign
ON02,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,2,FIM,FIM,FIM02,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,"April 15,2018",HTTP,https://geohub.lio.gov.on.ca/,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1933,2016,YES,YES,NO,3629072,3629072,152398,0,2484503,1318495,3629072,Not used in CASFRI v4
PC01,Prince Albert National Park,FED_GOV,Park Canada,1,PCA,UNKNOWN_VALUE,PCA01,UNKNOWN_VALUE,PANP Code interpretations,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2005,UNKNOWN_VALUE,NOT_APPLICABLE,Jeff Wier (jeff.wier@pc.gc.ca),DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,GLOBAL_INVENTORY,1968,1968,YES,NO,YES,8094,8094,0,1767,7319,3593,8094,Came from the government of Saskatchewan
PC02,WoodBuffalo National Park,FED_GOV,Park Canada,2,PCA,UNKNOWN_VALUE,PCA02,UNKNOWN_VALUE,WBNPBiophysical dictionnary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/21/2008,EMAIL,NOT_APPLICABLE,"Dawn Andrews. Ecosystem Geomatic Technician. Southwestern NWT Field unit. Park Canada Box 750 - 149 McDougal Rd, Fort Smith, NWT, X0E 0P0. email: Dawn.Andrews@pc.gc.ca. Phone: 867 872-7936",DIRECT_CONTACT,NOT_SPECIFIED,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1975,1979,YES,NO,YES,1053,1053,505,1947,1760,1614,1053,
PE01,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",1,FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,1990,UNKNOWN_VALUE,Melina Houle,02/07/2012,HTTP,http://www.gov.pe.ca/gis/index.php3?number=77555,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,REQUIRES_AGREEMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1990,1990,YES,YES,NO,107220,107220,33266,1488,81074,22223,107220,Historical data were also downloaded but not integrated in CASFRI. Note this 1990 is now available from http://www.gov.pe.ca/gis/index.php3?number=1012857&lang=E which is where we got it for CAS05.
PE02,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",2,FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2010,24/04/2024,Pierre Racine,21/07/2025,HTTP,https://data-princeedwardisland-peigov.hub.arcgis.com/datasets/0e4238558ec141039d118009fa3bbb5f_0/about,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2010,2010,YES,YES,NO,174944,174944,35741,8485,85366,78282,174944,
PE03,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",3,FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2000,UNKNOWN_VALUE,Pierre Racine,21/07/2025,EMAIL,NOT_APPLICABLE,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2000,2000,YES,YES,NO,188020,188020,38161,7303,99030,87373,188020,"Acquired from Morgan Thompson, Canada Forest Service, Victoria (morgan.thompson@nrcan-rncan.gc.ca) because not available on the web anymore."
PE04,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",4,FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2020,06/11/2024,Pierre Racine,21/07/2025,HTTP,https://data-princeedwardisland-peigov.hub.arcgis.com/datasets/34f8799c501840b39df5466f02e0a42d_8/about,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2020,2020,YES,YES,NO,175592,175592,51493,9228,87092,78653,175592,
QC01,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,1,INITIALE,3rd,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,6/26/2008,FTP,UNKNOWN_VALUE,"Maxime Drouin, MRNF geomatic technologist, Jean-Pierre Saucier and Robert Jobidon. Direction des inventaires forestiers. Ministere des Ressources naturelles et de la Faune. 880 chemin Ste-Foy, Quebec, Qc G1S 4X4. Phone (418) 627-8669 poste 4279. Email: jean.pierre.saucier@mrnf.gouv.qc.ca.  Robert.Jobidon@mrnf.gouv.qc.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,SPATIAL_JOIN,1990,2001,YES,NO,NO,5563194,5563194,2416820,655416,3727842,1248591,5563194,Not used in CASFRI v4.
QC02,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,2,"INITIALE, NAIPF",3rd - 4th,INI03,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2000,2011,YES,NO,NO,2876326,2876326,1314826,402283,1509880,713236,2876326,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC03,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,3,INITIALE,3rd ,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2008,YES,YES,NO,401188,401188,81902,50600,160597,197876,401188,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC04,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,4,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2015,YES,YES,NO,2487519,2487519,1444257,250572,1720580,328940,2487519,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR (verg_prg = 'MIXTE' AND in_etage = 'N')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC05,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,5,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2011,2015,YES,YES,NO,6768074,6768074,3519874,884373,5133315,1016269,6768074,This inventory is a fraction of Quebec that uses the  AIPF standard ( ver_prg LIKE '%AIPF% OR (ver_prg='MIXTE' AND in_etage = 'O')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC06,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,6,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1975,2010,YES,NO,NO,4809274,4809274,2721934,476358,3461011,657904,4809274,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR verg_prg = 'MIXTE' ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC07,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,7,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2003,2008,YES,NO,NO,85057,85057,46785,6167,64673,13176,85057,This inventory is a fraction of Quebec that uses the  NAIPF standard ( ver_prg LIKE '%NAIPF% ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC08,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,8,INITIALE,3rd ,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2008,YES,YES,NO,404179,404179,82957,49754,171525,196892,404179,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
QC09,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,9,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2015,YES,YES,NO,563695,563695,346636,70638,299234,86223,563695,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR (verg_prg = 'MIXTE' AND in_etage = 'N')). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
