INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,COMMENT,CAS04_EXPORT_SRC_SCRIPT,CAS04_FILE_LOCATION,CAS02,CAS03,CAS04,CAS05_PLANNED,CAS05_DELIVERED
PC01,Prince Albert National Park,FED_GOV,Park Canada,PCA,UNKNOWN_VALUE,PCA01,UNKNOWN_VALUE,PANP Code interpretations,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2005,UNKNOWN_VALUE,NOT_APPLICABLE,Jeff Wier (jeff.wier@pc.gc.ca),DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,GLOBAL_INVENTORY,1968,1968,Came from the government of Saskatchewan,Export_PANP01_V4.py,CASFRI/FRIs/PC/SourceDataset/v.00.03-v.00.04/PANP/fpoly,YES,YES,YES,YES,YES
PC02,WoodBuffalo National Park,FED_GOV,Park Canada,PCA,UNKNOWN_VALUE,PCA02,UNKNOWN_VALUE,WBNPBiophysical dictionnary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/21/2008,EMAIL,NOT_APPLICABLE,"Dawn Andrews. Ecosystem Geomatic Technician. Southwestern NWT Field unit. Park Canada Box 750 - 149 McDougal Rd, Fort Smith, NWT, X0E 0P0. email: Dawn.Andrews@pc.gc.ca. Phone: 867 872-7936",DIRECT_CONTACT,NOT_SPECIFIED,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1975,1979,,Export_WBNP01_V4.py,CASFRI/FRIs/PC/SourceDataset/v.00.03-v.00.04/WBNP/WBNP_biophysical.shp,YES,YES,YES,YES,YES
PE01,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,2/7/2012,HTTP,http://www.gov.pe.ca/gis/index.php3?number=77555,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,REQUIRES_AGREEMENT,RESTRICTED ,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1990,1990,Historical data were also downloaded but not integrated in CASFRI. Note this 1990 is now available from http://www.gov.pe.ca/gis/index.php3?number=1012857&lang=E which is where we got it for CAS05.,Export_PE01_V4.py,CASFRI/FRIs/PE/SourceDataset/v.00.03-v.00.04/1990_ForestInventory.shp,NO,YES,YES,YES,YES
QC01,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,6/26/2008,FTP,UNKNOWN_VALUE,"Maxime Drouin, MRNF geomatic technologist, Jean-Pierre Saucier and Robert Jobidon. Direction des inventaires forestiers. Ministere des Ressources naturelles et de la Faune. 880 chemin Ste-Foy, Quebec, Qc G1S 4X4. Phone (418) 627-8669 poste 4279. Email: jean.pierre.saucier@mrnf.gouv.qc.ca.  Robert.Jobidon@mrnf.gouv.qc.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,SPATIAL_JOIN,1990,2001,Not used in CASFRI v4.,NOT_APPLICABLE,CASFRI/FRIs/QC/SourceDataset/v.00.01-v.00.02-v.00.03,YES,YES,NO,YES,YES
QC02,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, NAIPF",3rd - 4th,IPF04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2000,2011,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 ,Export_QC4inv01_V4.py,CASFRI/FRIs/QC/SourceDataset/v.00.04,NO,NO,YES,YES,YES
QC03,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd ,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/9/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2008,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. ,NOT_APPLICABLE,,NO,NO,NO,YES,YES
QC04,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/9/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2015,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR (verg_prg = 'MIXTE' AND in_etage = 'N')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. ,NOT_APPLICABLE,,NO,NO,NO,YES,YES
QC05,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,8/9/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2011,2015,This inventory is a fraction of Quebec that uses the  AIPF standard ( ver_prg LIKE '%AIPF% OR (ver_prg='MIXTE' AND in_etage = 'O')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. ,NOT_APPLICABLE,,NO,NO,NO,YES,YES
QC06,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1975,2010,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR verg_prg = 'MIXTE' ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 ,Export_QC4inv01_V4.py,CASFRI/FRIs/QC/SourceDataset/v.00.04,NO,NO,NO,YES,YES
QC07,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2003,2008,This inventory is a fraction of Quebec that uses the  NAIPF standard ( ver_prg LIKE '%NAIPF% ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 ,Export_QC4inv01_V4.py,CASFRI/FRIs/QC/SourceDataset/v.00.04,NO,NO,NO,YES,YES
SK01,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,UTM,UNKNOWN_VALUE,UTM01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,8/12/2009,EMAIL,NOT_APPLICABLE,"Xianhua Kong, A / Inventory Forester, Forest Service, Saskatchewan Ministry of Environment, PO Box 3003, PRINCE ALBERT, SK, S6V 6G1. Phone: 306-953-2458. Fax: 306-953-2360. Email: xianhua.kong@gov.sk.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1971,2001,"Xianhua Kong asked us in his email ""SASK FVI request"" written in 2009-08-12 to keep the inventory for internal use only. No license has been sign.",Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/UTM/UTM.gbd,YES,YES,YES,YES,YES
SK02,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Island Forest,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,7/8/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2004,2012,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_Island_Forest.gdb,NO,NO,YES,YES,YES
SK03,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Meadow Lake provincial park,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,7/8/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2008,2008,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_Meadow_Lake_Provincial_Park.gdb,NO,NO,YES,YES,YES
SK04,Saskatchewan,INDUSTRY,FORSITE - PAFMA,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2005,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_PAFMA_PPFMA.gdb,NO,NO,YES,YES,YES
SK05,Saskatchewan,INDUSTRY,FORSITE - WEYCO,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2004,,Export_SFVI01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/SFVI_WEYCO_PAFMA.gdb,NO,NO,YES,YES,YES
SK06,Saskatchewan,INDUSTRY,Mistic Management LTD,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/16/2015,EMAIL,NOT_APPLICABLE,"Steve Reed or Al Balisky, General Manager. Tel: (306) 236-9708. Email: al.balisky@mistik.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1994,2005,"Name of the column have been change, but the data follow SFVI standard",Export_SFVImistik01_V4.py,CASFRI/FRIs/SK/SourceDataset/v.00.04/SFVI/MistikSFVI.gdb,NO,NO,YES,YES,YES
YT01,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/18/2008,FTP,UNKNOWN_VALUE,John Wright (JohnG.Wright@gov.yk.ca),DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,1999,2004,Not used in CASFRI v4.,NOT_APPLICABLE,,YES,YES,NO,YES,YES
YT02,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,7/11/2014,HTTP,http://www.geomaticsyukon.ca/data,Sue Deforest. GIS: Forest Management Branch. Yukon Government. Phone: 867.633.7919,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1968,2007,,Export_YTgov_V4.py,CASFRI/FRIs/YT/SourceDataset/v.00.04/YukonVegInventory.gdb,NO,NO,YES,YES,YES
YT03,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,3,YVI02,UNKNOWN_VALUE,Yukon Vegetation Inventory Manual version 3,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Marc Edwards,05/02/2021,FTP,ftp://ftp.geomaticsyukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2012,Documentation requested from Robin Sharples on Feb 5 2021. Kristian provided her contact info. 'Our current contact is Robin (Robin.Sharples@yukon.ca) who is the acting director at Yukon Forest Management Branch',,,NO,NO,NO,YES,YES
