INVENTORY_ID,JURISDICTION,OWNER_TYPE,OWNER_NAME,STANDARD_TYPE,STANDARD_VERSION,STANDARD_ID,STANDARD_REVISION,DOCUMENTATION_TITLES,SRC_DATA_FORMAT,PRODUCTION_YEARS,PUBLICATION_DATE,ACQUISITION_PERSON,ACQUISITION_DATE,ACQUISITION_TYPE,ACQUISITION_LINKS,CONTACT_INFO,DATA_AVAILABILITY,REDISTRIBUTION,PERMISSION,LICENSE_AGREEMENT,LICENSE_AGREEMENT_URL,PHOTO_YEAR_SRC,PHOTO_YEAR_START,PHOTO_YEAR_END,TRANSLATED_BY_ULAVAL,TRANSLATED_BY_CFS,TEST,PARALLEL_GROUP,NB_OF_CONVERTED_POLYGONS,COMMENT
NS02,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,10/17/2014,HTTP,https://novascotia.ca/natr/forestry/gis/DL_forestry-cycle2.asp,"Data Distributor, P.O. Box 68 Truro, N.S. B2N 5B8. Telephone: 902-893-5655. Fax: 902-893-6102. E-Mail: turnerca@gov.ns.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1988,2008,YES,NO,NO,5,1090671,
NS03,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,UNKNOWN_VALUE,NSI01,UNKNOWN_VALUE,Forest Inventory - Current Forest Data (Web Version- 2016),SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,,5/27/2020,HTTP,https://novascotia.ca/natr/forestry/gis/dl_forestry.asp,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1992,2014,YES,YES,NO,5,995886,"Cycle 3. This version of the forest inventory is a combination of Interpretation Cycles 2 and 3 with additional updates based on satellite imagery and field data. This data is dynamic and different areas of the province are in different stages of completion. This version of data is updated as work in individual counties is completed. Photography years: 1995-Present. Cape Breton, Richmond, Inverness and Victoria counties updated June 2015. All counties now contain VOLUME, BASAL AREA and AVERAGE DIAMETER attribute data. Please refer to the metadata for more information."
NS04,Nova Scotia,PROV_GOV ,Nova Scotia Department of Natural Resources,Forest Inventory,,NSI01,,,,,,,,,,,,,,,,,,,YES,YES,NO,5,1004111,
NT01,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,3/18/2008,EMAIL,NOT_APPLICABLE,"Lisa Smith, Inventory and Analysis Forester Forest Resources, Forest Management Division Department of Environment and Natural Resources Government of the NWT Box 4354, Lot 173 Hay River, Reserve Hay River, NT, X0E 1G3. Tel: (867) 874-2009. Fax: (867) 874-6236. email: Lisa_Smith@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,VALUE_PER_STAND,2003,2006,YES,NO,NO,6,281388,Not used in CASFRI v4.
NT02,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,3,FVI01,UNKNOWN_VALUE,FVI manual v3.0,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,03/06/2015,TEMPORARY_HTTP,UNKNOWN_VALUE,"Tom Lakusta, Manager, Forest Resources. Forest Management Division, Environment and Natural Resources. Government of the Northwest Territories. Box 4354, #173 Hay River Dene Reserve, Hay River, NT, X0E 1G3. Tel: 867-874-2009. E-mail: tom_lakusta@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,1960,2013,NO,NO,NO,6,0,"This inventory was replaced by NT03, which is the same territorie version with fixed errors."
NT03,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,4,FVI01,UNKNOWN_VALUE,FVI manual v4.1,ESRI_GEODATABASE,UNKNOWN_VALUE,2012,Melina Houle,17/12/2020,TEMPORARY_HTTP,https://sft.gov.nt.ca/message/cEjNCJEIEPGsPYKPiAtUh3,Kathleen Groenewegen,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,Valide 2 years from date of acquisition,NOT_APPLICABLE,VALUE_PER_STAND,1960,2013,YES,YES,NO,6,320526,Same as NT02 with fixed errors
NT04,Northwest Territories,TERRITORY,"Government of Northwestern Territories, Environment and Natural Resources, Forest Managment Division",NWTFVI,6,FVI01,UNKNOWN_VALUE,FVI manual v6.0,ESRI_GEODATABASE,2015,2021,Morgan Thompson,25/02/2022,FSS,https://ca.nfis.org/fss/,"Kathleen Groenewegen, E-Mail: Kathleen_Groenewegan@gov.nt.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,,2015,2022,YES,YES,NO,6,53360,"Received with NT03 dataset, NT04 is another layer covering 2015+ under the new FVI standard"
ON01,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,FRI-FIM,FIM1,FIM01,UNKNOWN_VALUE,FIM technical specifications,"ACCESS_DATABASE, SHAPEFILE",UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,9/20/2009,DVD,NOT_APPLICABLE,Larry Watkins. Email: larry.watkins@ontario.ca,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1957,2009,YES,NO,NO,6,4106417,The license is filled but not sign
ON02,Ontario,PROV_GOV,Ontario Ministry of Natural Resources,FIM,FIM,FIM01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,"April 15,2018",HTTP,https://geohub.lio.gov.on.ca/,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1933,2016,YES,YES,NO,6,3629072,Not used in CASFRI v4
PC01,Prince Albert National Park,FED_GOV,Park Canada,PCA,UNKNOWN_VALUE,PCA01,UNKNOWN_VALUE,PANP Code interpretations,ESRI_COVERAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,2005,UNKNOWN_VALUE,NOT_APPLICABLE,Jeff Wier (jeff.wier@pc.gc.ca),DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,GLOBAL_INVENTORY,1968,1968,YES,NO,YES,6,8094,Came from the government of Saskatchewan
PC02,WoodBuffalo National Park,FED_GOV,Park Canada,PCA,UNKNOWN_VALUE,PCA02,UNKNOWN_VALUE,WBNPBiophysical dictionnary,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/21/2008,EMAIL,NOT_APPLICABLE,"Dawn Andrews. Ecosystem Geomatic Technician. Southwestern NWT Field unit. Park Canada Box 750 - 149 McDougal Rd, Fort Smith, NWT, X0E 0P0. email: Dawn.Andrews@pc.gc.ca. Phone: 867 872-7936",DIRECT_CONTACT,NOT_SPECIFIED,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1975,1979,YES,NO,YES,6,1053,
PE01,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,1990,UNKNOWN_VALUE,Melina Houle,02/07/2012,HTTP,http://www.gov.pe.ca/gis/index.php3?number=77555,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,REQUIRES_AGREEMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1990,1990,YES,YES,NO,6,107220,Historical data were also downloaded but not integrated in CASFRI. Note this 1990 is now available from http://www.gov.pe.ca/gis/index.php3?number=1012857&lang=E which is where we got it for CAS05.
PE02,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2010,24/04/2024,Pierre Racine,21/07/2025,HTTP,https://data-princeedwardisland-peigov.hub.arcgis.com/datasets/0e4238558ec141039d118009fa3bbb5f_0/about,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2010,2010,YES,YES,NO,6,174944,
PE03,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2000,UNKNOWN_VALUE,Pierre Racine,21/07/2025,EMAIL,NOT_APPLICABLE,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2000,2000,YES,YES,NO,6,188020,"Acquired from Morgan Thompson, Canada Forest Service, Victoria (morgan.thompson@nrcan-rncan.gc.ca) because not available on the web anymore."
PE04,Prince Edward Island,PROV_GOV,"PEI Department of Environment, Energy & Forestry",FI,1990,PEI01,UNKNOWN_VALUE,PE Documentations,SHAPEFILE,2020,06/11/2024,Pierre Racine,21/07/2025,HTTP,https://data-princeedwardisland-peigov.hub.arcgis.com/datasets/34f8799c501840b39df5466f02e0a42d_8/about,"PEI Dept of Environment, Energy & Forestry, Forests, Fish & Wildlife Division, c/o Mary Lynn McCourt, GIS Supervisor, PO Box 2000, Charlottetown, PEI C1A 7N8, Canada. Phone: 902 569-7598 . FAX:902-368-4713. email:mlmccourt@gov.pe.ca",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,https://www.princeedwardisland.ca/en/information/finance/open-government-licence-prince-edward-island,GLOBAL_INVENTORY,2020,2020,YES,YES,NO,6,175592,
QC01,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,6/26/2008,FTP,UNKNOWN_VALUE,"Maxime Drouin, MRNF geomatic technologist, Jean-Pierre Saucier and Robert Jobidon. Direction des inventaires forestiers. Ministere des Ressources naturelles et de la Faune. 880 chemin Ste-Foy, Quebec, Qc G1S 4X4. Phone (418) 627-8669 poste 4279. Email: jean.pierre.saucier@mrnf.gouv.qc.ca.  Robert.Jobidon@mrnf.gouv.qc.ca",ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,EXPIRED,NOT_APPLICABLE,SPATIAL_JOIN,1990,2001,YES,NO,NO,7,5563194,Not used in CASFRI v4.
QC02,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, NAIPF",3rd - 4th,INI03,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2000,2011,YES,NO,NO,7,2876326,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC03,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd ,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2008,YES,YES,NO,7,401188,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC04,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2015,YES,YES,NO,7,2487519,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR (verg_prg = 'MIXTE' AND in_etage = 'N')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC05,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,08/09/2020,HTTP,ftp://transfert.mffp.gouv.qc.ca/Public/Diffusion/DonneeGratuite/Foret/DONNEES_FOR_ECO_SUD/Cartes_ecoforestieres_perturbations/CARTE_ECO_MAJ_PROV_10.zip,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2011,2015,YES,YES,NO,7,6768074,This inventory is a fraction of Quebec that uses the  AIPF standard ( ver_prg LIKE '%AIPF% OR (ver_prg='MIXTE' AND in_etage = 'O')). It is part of the CARTE_ECO_MAJ_PROV_10.gdb downloaded in 2020. 
QC06,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,1975,2010,YES,NO,NO,8,4809274,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR verg_prg = 'MIXTE' ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC07,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,1/23/2013,DVD,NOT_APPLICABLE,Stefano Biondo. Specialiste en ressources documentaires. Bibliotheque Sciendes humaines et sociales. Universite Laval. Phone: 418 656-2131 ext: 11591,ADMINISTRATVE_PROCESS,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,SPATIAL_JOIN,2003,2008,YES,NO,NO,8,85057,This inventory is a fraction of Quebec that uses the  NAIPF standard ( ver_prg LIKE '%NAIPF% ). It is part of the PEE_MAJ_PROV.gdb downloaded in 2013 
QC08,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,INITIALE,3rd ,INI03,UNKNOWN_VALUE,Norme-cartographie-ecoforestiere 2009,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2008,YES,YES,NO,8,404179,This inventory is a fraction of Quebec that uses the old INI03 standard (no_prg = 3). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
QC09,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"INITIALE, MIXTE",4th,INI04,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2013,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1975,2015,YES,YES,NO,8,563695,This inventory is a fraction of Quebec that uses the old IPF04 standard (ver_prg = 'INITIALE' OR (verg_prg = 'MIXTE' AND in_etage = 'N')). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
QC10,Quebec,PROV_GOV,Ministere des Ressources Naturelles et de la Faune,"NAIPF, AIPF",4th - 5th,IPF05,UNKNOWN_VALUE,Normes de stratification ecoforestiere 2017,GEOPACKAGE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,10/08/2023,HTTP,https://www.donneesquebec.ca/recherche/dataset/carte-ecoforestiere-avec-perturbations,"Ministere des Forets, de la Faune et des Parcs",OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2011,2015,YES,YES,NO,8,8897958,This inventory is a fraction of Quebec that uses the  AIPF standard ( ver_prg LIKE '%AIPF% OR (ver_prg='MIXTE' AND in_etage = 'O')). It is part of the CARTE_ECO_MAJ_PROV.gpkg downloaded in 2023. 
SK01,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,UTM,UNKNOWN_VALUE,UTM01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,08/12/2009,EMAIL,NOT_APPLICABLE,"Xianhua Kong, A / Inventory Forester, Forest Service, Saskatchewan Ministry of Environment, PO Box 3003, PRINCE ALBERT, SK, S6V 6G1. Phone: 306-953-2458. Fax: 306-953-2360. Email: xianhua.kong@gov.sk.ca",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1971,2001,YES,NO,NO,9,1501667,"Xianhua Kong asked us in his email ""SASK FVI request"" written in 2009-08-12 to keep the inventory for internal use only. No license has been sign."
SK02,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Island Forest,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/08/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2004,2012,YES,NO,NO,9,27312,
SK03,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment - Meadow Lake provincial park,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/08/2014,TEMPORARY_HTTP,UNKNOWN_VALUE,"Thomas Gowen. Government of Saskatchewan, Resource Data Technician, Forest Service, Ministry of Environment. PO Box 3003, Prince Albert, Canada, S6V 6G1. Phone: 306-953-2319",DIRECT_CONTACT,NOT_SPECIFIED,UNKNOWN_VALUE,UNKNOWN_VALUE,NOT_APPLICABLE,RELATIONAL_JOIN,2008,2008,YES,NO,NO,9,8964,
SK04,Saskatchewan,INDUSTRY,FORSITE - PAFMA,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2005,YES,NO,NO,9,633522,
SK05,Saskatchewan,INDUSTRY,FORSITE - WEYCO,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,SK UTM Data dictionary,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,12/10/2014,FTP,UNKNOWN_VALUE,Shelley Desautels or Cam Browm. Email: cbrown@forsite.ca,DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,RELATIONAL_JOIN,1998,2004,YES,NO,NO,9,421977,
SK06,Saskatchewan,INDUSTRY,Mistic Management LTD,SFVI,UNKNOWN_VALUE,SFV01,UNKNOWN_VALUE,UNKNOWN_VALUE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,3/16/2015,EMAIL,NOT_APPLICABLE,"Steve Reed or Al Balisky, General Manager. Tel: (306) 236-9708. Email: al.balisky@mistik.ca",DIRECT_CONTACT,REQUIRES_AGREEMENT,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,GLOBAL_INVENTORY,1994,2005,YES,NO,NO,9,211482,"Name of the column have been change, but the data follow SFVI standard"
SK07,Saskatchewan,PROV_GOV,Saskatchewan Ministry of Environment,UTM,UNKNOWN_VALUE,UTM01,UNKNOWN_VALUE,SASKATCHEWAN FOREST INVENTORY DATA DICTIONARY & DATABASE STRUCTURE,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,20/03/2025,HTTP,NOT_APPLICABLE,"Jared Matwishyn. Government of Saskatchewan, Remote Sensing Technician. Forest Service, Ministry of Environment. Prince Albert, Canada  S6V 6G1 Phone  306-940-8352",DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,1971,2001,YES,YES,NO,9,1470758,Submitted through NFIS contributions page under CFS CASFRI-MAGPlot data sharing agreement
YT01,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Steven G. Cumming,4/18/2008,FTP,UNKNOWN_VALUE,John Wright (JohnG.Wright@gov.yk.ca),DIRECT_CONTACT,OPEN_FOR_BEACON_AND_BAM_PROJECTS,RESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,UNKNOWN_VALUE,1999,2004,YES,NO,NO,9,249636,Not used in CASFRI v4.
YT02,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Veg Inventory Manual,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Melina Houle,07/11/2014,HTTP,http://www.geomaticsyukon.ca/data,Sue Deforest. GIS: Forest Management Branch. Yukon Government. Phone: 867.633.7919,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,1968,2007,YES,NO,NO,9,231137,
YT03,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,3,YVI02,UNKNOWN_VALUE,Yukon Vegetation Inventory Manual version 3,ESRI_GEODATABASE,UNKNOWN_VALUE,UNKNOWN_VALUE,Marc Edwards,05/02/2021,FTP,ftp://ftp.geomaticsyukon.ca/GeoYukon/Forestry/Vegetation_Inventory_5k/,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,UNKNOWN_VALUE,NOT_APPLICABLE,VALUE_PER_STAND,2007,2012,YES,YES,NO,9,71073,Documentation requested from Robin Sharples on Feb 5 2021. Kristian provided her contact info. 'Our current contact is Robin (Robin.Sharples@yukon.ca) who is the acting director at Yukon Forest Management Branch'
YT04,Yukon Territory,TERRITORY,"Governement of Yukon, Energy, Mines and Resources department",YVI,2.1,YVI01,UNKNOWN_VALUE,Yukon Vegetation Inventory Manual version 3,SHAPEFILE,UNKNOWN_VALUE,UNKNOWN_VALUE,Morgan Thompson,05/02/2021,FTP,,UNKNOWN_VALUE,OPEN_ACCESS,OPEN_WITH_ACKNOWLEDGMENT,UNRESTRICTED,LICENSE_AGREEMENT,NOT_APPLICABLE,VALUE_PER_STAND,2007,2012,YES,YES,NO,9,231137,Documentation requested from Robin Sharples on Feb 5 2021. Kristian provided her contact info. 'Our current contact is Robin (Robin.Sharples@yukon.ca) who is the acting director at Yukon Forest Management Branch'
